TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionDay,TransactionMonth,TransactionHour,AgeGroup,TransactionGroup,ChangeInBalance
TX001192,AC00339,499.48,2023-01-17 16:57:06,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24,Student,133,1,1242.62,Monday,Tuesday,January,16,18-35,medium transaction,481.53000000000003
TX001193,AC00498,841.5,2023-05-22 16:33:16,Credit,Atlanta,D000659,207.157.126.125,M020,Branch,25,Student,287,1,352.31,Monday,Monday,May,16,18-35,large transaction,181.54999999999995
TX001194,AC00178,138.82,2023-10-16 16:12:20,Debit,Fort Worth,D000493,83.207.115.164,M030,Online,77,Retired,53,1,3100.22,Monday,Monday,October,16,65+,very little transaction,71.91999999999999
TX001195,AC00201,231.46,2023-06-08 16:42:30,Credit,Miami,D000135,77.208.193.198,M047,Branch,60,Engineer,83,1,4707.24,Monday,Thursday,June,16,50-65,small transaction,-152.64000000000001
TX001196,AC00124,292.08,2023-12-29 18:07:04,Debit,Columbus,D000631,218.54.207.160,M067,ATM,72,Retired,32,1,7950.48,Monday,Friday,December,18,65+,small transaction,236.21999999999997
TX001197,AC00404,63.98,2023-10-30 16:01:43,Debit,Baltimore,D000150,182.225.2.156,M026,Online,54,Doctor,258,1,7954.12,Monday,Monday,October,16,50-65,0 transaction,-15.780000000000008
TX001198,AC00347,235.21,2023-10-16 16:44:52,Debit,Boston,D000300,106.244.1.47,M007,Branch,67,Doctor,74,1,5946.61,Monday,Monday,October,16,65+,small transaction,
TX001199,AC00480,201.73,2023-09-05 18:45:22,Debit,Baltimore,D000246,214.67.148.245,M096,Online,57,Engineer,78,1,6650.71,Monday,Tuesday,September,18,50-65,small transaction,-153.03
TX001200,AC00303,161.31,2023-09-11 16:24:57,Debit,Nashville,D000577,34.86.220.205,M051,ATM,28,Student,13,1,1268.67,Monday,Monday,September,16,18-35,very little transaction,-106.58999999999997
TX001201,AC00249,18.41,2023-12-01 17:26:46,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,Monday,Friday,December,17,50-65,0 transaction,-29.88
TX001202,AC00263,471.75,2023-06-06 18:31:06,Credit,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,Monday,Tuesday,June,18,18-35,medium transaction,373.04
TX001203,AC00108,290.02,2023-09-25 17:48:55,Debit,Milwaukee,D000406,173.252.44.183,M005,Branch,55,Engineer,246,1,4746.71,Monday,Monday,September,17,50-65,small transaction,116.41999999999999
TX001204,AC00490,48.05,2023-05-18 17:34:20,Debit,New York,D000668,125.225.212.244,M060,Branch,27,Engineer,38,1,5334.97,Monday,Thursday,May,17,18-35,0 transaction,-587.86
TX001205,AC00411,359.42,2023-05-29 16:17:37,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,55,Doctor,30,1,1765.45,Monday,Monday,May,16,50-65,small transaction,-2.849999999999966
TX001206,AC00087,32.91,2023-05-04 16:37:01,Debit,Fort Worth,D000471,54.252.249.33,M036,Online,19,Student,255,1,427.3,Monday,Thursday,May,16,18-35,0 transaction,-10.940000000000005
TX001207,AC00196,3.8,2023-08-08 16:47:28,Debit,Denver,D000619,56.116.189.0,M074,Branch,67,Retired,140,1,6285.39,Monday,Tuesday,August,16,65+,0 transaction,-17.77
TX001208,AC00267,31.81,2023-04-06 17:41:53,Debit,Fort Worth,D000641,147.114.91.132,M033,Online,51,Retired,149,1,1406.6,Monday,Thursday,April,17,50-65,0 transaction,-222.19
TX001209,AC00267,220.2,2023-09-11 16:25:04,Debit,Boston,D000288,23.255.214.209,M047,Online,28,Student,102,1,1075.15,Monday,Monday,September,16,18-35,small transaction,188.39
TX001210,AC00125,476.03,2023-09-01 16:12:35,Credit,Houston,D000470,130.92.201.49,M003,Branch,77,Retired,99,1,5958.34,Monday,Friday,September,16,65+,medium transaction,297.12
TX001211,AC00428,141.91,2023-01-19 17:08:04,Debit,Miami,D000069,152.234.65.155,M051,Branch,23,Student,49,1,791.97,Monday,Thursday,January,17,18-35,very little transaction,
TX001212,AC00477,95.83,2023-12-01 16:01:26,Debit,Washington,D000089,133.67.250.163,M070,Online,27,Student,91,1,1726.4,Monday,Friday,December,16,18-35,0 transaction,-628.3499999999999
TX001213,AC00417,51.15,2023-03-01 17:26:49,Credit,Los Angeles,D000215,221.206.44.63,M019,Branch,46,Engineer,199,1,8992.25,Monday,Wednesday,March,17,35-50,0 transaction,0.0799999999999983
TX001214,AC00170,1192.2,2023-12-21 16:21:27,Credit,Jacksonville,D000174,40.10.25.102,M093,Branch,60,Retired,103,5,7816.41,Monday,Thursday,December,16,50-65,large transaction,1183.1000000000001
TX001215,AC00147,50.75,2023-08-14 18:14:23,Debit,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47,Monday,Monday,August,18,50-65,0 transaction,-16.400000000000006
TX001216,AC00097,185.07,2023-12-19 16:57:40,Debit,Colorado Springs,D000322,76.136.92.235,M062,Branch,22,Student,159,1,636.42,Monday,Tuesday,December,16,18-35,very little transaction,
TX001217,AC00433,293.54,2023-01-16 17:26:12,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1,Monday,Monday,January,17,35-50,small transaction,-989.3199999999999
TX001218,AC00381,23.38,2023-09-25 18:46:41,Debit,Memphis,D000412,6.204.110.7,M062,Branch,32,Engineer,89,1,9968.49,Monday,Monday,September,18,18-35,0 transaction,-368.58
TX001219,AC00398,285.26,2023-11-01 16:09:05,Debit,Atlanta,D000137,64.57.44.102,M062,ATM,28,Student,93,1,167.72,Monday,Wednesday,November,16,18-35,small transaction,110.19
TX001220,AC00029,129.48,2023-02-06 16:30:43,Debit,Seattle,D000315,106.244.1.47,M001,ATM,31,Engineer,179,1,7581.7,Monday,Monday,February,16,18-35,very little transaction,28.289999999999992
TX001221,AC00291,743.03,2023-07-27 16:55:39,Debit,New York,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1,4111.38,Monday,Thursday,July,16,50-65,medium transaction,706.4599999999999
TX001222,AC00431,297.86,2023-02-06 17:32:04,Credit,Milwaukee,D000419,205.45.234.42,M070,ATM,28,Student,96,1,1680.14,Monday,Monday,February,17,18-35,small transaction,233.65000000000003
TX001223,AC00275,231.92,2023-07-10 18:00:56,Debit,Indianapolis,D000280,47.82.77.181,M049,ATM,66,Doctor,12,1,5715.08,Monday,Monday,July,18,65+,small transaction,-108.13000000000002
TX001224,AC00093,295.82,2023-12-14 16:15:28,Credit,Chicago,D000088,144.228.168.6,M041,Branch,47,Engineer,46,1,5897.73,Monday,Thursday,December,16,35-50,small transaction,163.4
TX001225,AC00442,302.86,2023-07-03 18:56:03,Debit,Los Angeles,D000004,144.91.150.133,M081,Online,55,Doctor,275,1,5239.24,Monday,Monday,July,18,50-65,small transaction,202.59000000000003
TX001226,AC00465,81.08,2023-09-19 16:56:35,Debit,Omaha,D000196,119.43.28.203,M089,ATM,58,Engineer,56,1,7788.91,Monday,Tuesday,September,16,50-65,0 transaction,-656.26
TX001227,AC00158,775.6,2023-08-21 17:43:17,Credit,Mesa,D000627,73.108.76.238,M070,Branch,79,Retired,158,1,3898.64,Monday,Monday,August,17,65+,medium transaction,583.98
TX001228,AC00334,178.43,2023-12-26 18:13:56,Debit,Baltimore,D000158,1.198.76.182,M041,Branch,26,Student,136,1,1214.93,Monday,Tuesday,December,18,18-35,very little transaction,
TX001229,AC00093,211.91,2023-09-18 16:51:04,Debit,Indianapolis,D000487,166.79.195.157,M075,Online,20,Student,181,1,927.47,Monday,Monday,September,16,18-35,small transaction,-83.91
TX001230,AC00229,17.21,2023-12-25 17:18:58,Debit,Omaha,D000618,119.43.28.203,M004,Online,23,Student,219,1,914.16,Monday,Monday,December,17,18-35,0 transaction,-331.49
TX001231,AC00373,124.22,2023-05-19 17:57:36,Debit,Charlotte,D000523,130.29.230.16,M013,ATM,23,Student,172,1,9695.04,Monday,Friday,May,17,18-35,very little transaction,-317.9
TX001232,AC00328,38.37,2023-09-01 16:07:38,Debit,San Antonio,D000228,136.162.111.135,M003,ATM,63,Doctor,135,1,8647.04,Monday,Friday,September,16,50-65,0 transaction,34.57
TX001233,AC00160,269.79,2023-10-03 16:15:25,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1,Monday,Tuesday,October,16,50-65,small transaction,-487.31
TX001234,AC00014,605.42,2023-06-13 16:10:27,Debit,Mesa,D000488,25.188.196.47,M085,ATM,21,Student,33,1,392.34,Monday,Tuesday,June,16,18-35,medium transaction,258.77
TX001235,AC00090,11.19,2023-01-02 17:34:13,Debit,Austin,D000384,195.237.152.198,M090,ATM,60,Engineer,40,1,9877.17,Monday,Monday,January,17,50-65,0 transaction,-828.14
TX001236,AC00053,29.19,2023-01-25 17:39:15,Credit,Nashville,D000300,146.53.16.47,M004,Branch,58,Doctor,41,1,12059.85,Monday,Wednesday,January,17,50-65,0 transaction,4.420000000000002
TX001237,AC00478,701.7,2023-06-30 16:57:37,Credit,Seattle,D000037,193.83.0.183,M055,Online,61,Retired,64,1,6643.24,Monday,Friday,June,16,50-65,medium transaction,176.42000000000007
TX001238,AC00356,862.34,2023-05-25 16:16:02,Debit,Kansas City,D000137,49.174.157.140,M070,Branch,57,Doctor,72,1,9903.48,Monday,Thursday,May,16,50-65,large transaction,573.24
TX001239,AC00244,410.97,2023-09-25 17:01:56,Debit,Los Angeles,D000309,148.112.151.27,M026,ATM,22,Student,45,1,151.42,Monday,Monday,September,17,18-35,medium transaction,-93.73999999999995
TX001240,AC00103,36.97,2023-08-23 17:22:49,Debit,Virginia Beach,D000545,175.210.47.87,M087,Branch,41,Engineer,79,1,2850.92,Monday,Wednesday,August,17,35-50,0 transaction,-758.99
TX001241,AC00053,137.59,2023-01-03 16:27:16,Debit,Nashville,D000439,161.25.82.11,M065,ATM,30,Doctor,95,1,10679.67,Monday,Tuesday,January,16,18-35,very little transaction,108.4
TX001242,AC00151,168.11,2023-05-19 16:44:53,Credit,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,10652.13,Monday,Friday,May,16,50-65,very little transaction,-213.95999999999998
TX001243,AC00494,430.98,2023-10-10 18:14:12,Debit,Baltimore,D000176,168.55.199.214,M058,Branch,24,Student,93,1,569.25,Monday,Tuesday,October,18,18-35,medium transaction,
TX001244,AC00219,13.87,2023-12-11 18:32:40,Debit,Phoenix,D000670,37.227.215.145,M077,Branch,24,Student,20,1,954.83,Monday,Monday,December,18,18-35,0 transaction,-180.42
TX001245,AC00202,642.68,2023-05-25 16:45:31,Debit,Jacksonville,D000643,141.241.241.128,M060,ATM,76,Retired,66,1,1831.2,Monday,Thursday,May,16,65+,medium transaction,181.42999999999995
TX001246,AC00254,175.07,2023-11-23 16:59:11,Debit,Las Vegas,D000406,58.190.9.136,M100,Online,28,Engineer,169,2,9274.64,Monday,Thursday,November,16,18-35,very little transaction,-108.07999999999998
TX001247,AC00285,302.82,2023-11-03 16:50:20,Debit,Jacksonville,D000290,79.47.176.19,M020,ATM,36,Engineer,175,1,9384.54,Monday,Friday,November,16,35-50,small transaction,202.3
TX001248,AC00071,1647.74,2023-12-25 17:41:30,Debit,Louisville,D000593,113.137.153.101,M049,ATM,67,Retired,52,1,1483.84,Monday,Monday,December,17,65+,extremely large transaction,1528.44
TX001249,AC00073,406.81,2023-12-05 16:32:49,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1,1968.36,Monday,Tuesday,December,16,65+,medium transaction,220.21
TX001250,AC00383,256.3,2023-04-05 16:21:59,Debit,New York,D000099,133.63.96.21,M066,Online,53,Retired,172,1,4203.05,Monday,Wednesday,April,16,50-65,small transaction,114.5
TX001251,AC00326,80.96,2023-09-27 17:47:10,Credit,Jacksonville,D000179,81.248.235.147,M078,Online,19,Student,97,1,959.94,Monday,Wednesday,September,17,18-35,0 transaction,-267.68
TX001252,AC00153,95.78,2023-03-23 17:09:53,Debit,Atlanta,D000211,221.23.158.87,M061,Online,22,Student,27,1,271.64,Monday,Thursday,March,17,18-35,0 transaction,11.439999999999998
TX001253,AC00460,379.54,2023-01-03 17:14:14,Credit,Indianapolis,D000668,109.105.179.186,M040,Branch,41,Doctor,118,1,12571.76,Monday,Tuesday,January,17,35-50,small transaction,-104.75999999999999
TX001254,AC00439,903.19,2023-07-06 17:52:32,Debit,El Paso,D000286,174.61.77.54,M028,Online,22,Student,65,1,8627.08,Monday,Thursday,July,17,18-35,large transaction,44.31000000000006
TX001255,AC00070,142.19,2023-06-15 18:28:50,Debit,Houston,D000416,85.191.79.161,M005,Branch,18,Student,27,4,524.46,Monday,Thursday,June,18,18-35,very little transaction,-14.390000000000015
TX001256,AC00086,847.45,2023-06-19 16:24:14,Debit,Jacksonville,D000469,151.247.130.190,M042,Branch,28,Student,175,1,422.32,Monday,Monday,June,16,18-35,large transaction,835.88
TX001257,AC00330,295.18,2023-05-09 17:54:39,Credit,Dallas,D000126,200.13.225.150,M100,Branch,66,Doctor,31,1,12961.53,Monday,Tuesday,May,17,65+,small transaction,-91.79000000000002
TX001258,AC00027,18.46,2023-11-20 16:29:14,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1,6381.6,Monday,Monday,November,16,65+,0 transaction,-243.6
TX001259,AC00020,603.23,2023-08-24 17:34:13,Debit,Detroit,D000238,38.210.156.148,M017,Branch,28,Student,48,1,117.98,Monday,Thursday,August,17,18-35,medium transaction,-277.87
TX001260,AC00232,54.5,2023-11-22 16:59:09,Credit,Philadelphia,D000050,61.95.76.233,M082,Branch,57,Retired,147,1,1715.22,Monday,Wednesday,November,16,50-65,0 transaction,-377.6
TX001261,AC00247,414.77,2024-01-01 17:37:04,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81,Monday,Monday,January,17,18-35,medium transaction,140.84999999999997
TX001262,AC00136,886.19,2023-08-21 17:32:04,Debit,Colorado Springs,D000614,116.106.207.139,M081,Branch,61,Retired,69,1,7904.24,Monday,Monday,August,17,50-65,large transaction,753.86
TX001263,AC00322,440.03,2023-11-29 16:11:50,Debit,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1,1490.44,Monday,Wednesday,November,16,35-50,medium transaction,396.29999999999995
TX001264,AC00461,35.46,2023-03-23 16:16:29,Debit,Nashville,D000243,193.83.0.183,M005,ATM,56,Retired,285,1,1532.72,Monday,Thursday,March,16,50-65,0 transaction,-315.0
TX001265,AC00079,76.39,2023-01-13 17:19:33,Debit,Denver,D000507,136.250.159.93,M019,Branch,18,Student,219,1,5976.0,Monday,Friday,January,17,18-35,0 transaction,
TX001266,AC00176,595.91,2023-08-10 18:39:04,Credit,San Antonio,D000063,200.136.146.93,M085,ATM,19,Student,162,1,1673.76,Monday,Thursday,August,18,18-35,medium transaction,382.63
TX001267,AC00417,6.03,2023-08-09 18:42:25,Debit,Chicago,D000358,86.83.61.143,M035,Branch,76,Retired,70,1,3290.72,Monday,Wednesday,August,18,65+,0 transaction,-45.12
TX001268,AC00260,249.34,2023-08-15 17:21:47,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26,Engineer,197,1,3030.97,Monday,Tuesday,August,17,18-35,small transaction,152.12
TX001269,AC00471,421.52,2023-08-15 17:35:08,Debit,San Jose,D000035,177.172.184.163,M064,Branch,20,Student,67,1,369.86,Monday,Tuesday,August,17,18-35,medium transaction,75.40999999999997
TX001270,AC00231,189.77,2023-02-27 16:08:40,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,58,Engineer,24,1,6570.36,Monday,Monday,February,16,50-65,very little transaction,
TX001271,AC00184,73.19,2023-10-18 16:20:15,Debit,Atlanta,D000067,152.140.239.181,M025,Branch,76,Retired,213,1,2264.98,Monday,Wednesday,October,16,65+,0 transaction,-280.5
TX001272,AC00475,188.13,2023-06-02 18:12:29,Credit,Jacksonville,D000157,175.210.47.87,M091,Online,75,Retired,198,1,5029.87,Monday,Friday,June,18,65+,very little transaction,52.28
TX001273,AC00329,30.52,2023-05-19 17:19:00,Debit,Jacksonville,D000526,104.165.213.58,M005,Branch,62,Doctor,122,1,12327.74,Monday,Friday,May,17,50-65,0 transaction,-185.28
TX001274,AC00431,1235.69,2023-05-24 16:14:34,Credit,San Jose,D000216,69.82.61.135,M048,Branch,20,Student,118,1,420.25,Monday,Wednesday,May,16,18-35,large transaction,937.83
TX001275,AC00398,1159.39,2023-10-12 16:29:49,Debit,Oklahoma City,D000294,173.135.78.201,M091,Online,41,Doctor,150,1,6499.53,Monday,Thursday,October,16,35-50,large transaction,874.1300000000001
TX001276,AC00221,170.24,2023-06-05 16:24:12,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62,Retired,133,1,5172.99,Monday,Monday,June,16,50-65,very little transaction,
TX001277,AC00299,56.62,2023-02-27 17:59:36,Debit,Austin,D000475,48.31.196.24,M069,Branch,54,Doctor,121,1,8981.1,Monday,Monday,February,17,50-65,0 transaction,32.91
TX001278,AC00266,53.14,2023-04-21 17:19:56,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0,Monday,Friday,April,17,18-35,0 transaction,-43.75
TX001279,AC00297,587.23,2023-07-31 17:54:28,Debit,Omaha,D000010,50.202.8.53,M007,Online,27,Student,144,1,500.84,Monday,Monday,July,17,18-35,medium transaction,459.43
TX001280,AC00373,146.15,2023-01-06 17:52:11,Debit,Phoenix,D000640,60.166.231.236,M098,Branch,43,Doctor,75,1,13784.4,Monday,Friday,January,17,35-50,very little transaction,21.930000000000007
TX001281,AC00489,21.27,2023-07-24 17:01:19,Credit,Indianapolis,D000386,197.23.128.119,M070,Online,62,Retired,114,1,7392.79,Monday,Monday,July,17,50-65,0 transaction,-146.17
TX001282,AC00128,1397.59,2023-11-13 17:28:12,Credit,Austin,D000117,4.134.78.167,M020,ATM,26,Student,144,1,1134.79,Monday,Monday,November,17,18-35,large transaction,687.4499999999999
TX001283,AC00409,76.02,2023-07-12 16:58:17,Credit,Albuquerque,D000644,181.223.246.123,M087,Online,34,Doctor,189,1,14765.41,Monday,Wednesday,July,16,18-35,0 transaction,
TX001284,AC00410,170.19,2023-07-07 17:40:58,Credit,Los Angeles,D000255,110.150.1.201,M077,Branch,27,Student,156,5,745.87,Monday,Friday,July,17,18-35,very little transaction,45.209999999999994
TX001285,AC00360,155.51,2023-08-21 18:51:06,Debit,Raleigh,D000008,199.103.32.145,M081,ATM,68,Doctor,15,1,5360.19,Monday,Monday,August,18,65+,very little transaction,15.819999999999993
TX001286,AC00422,135.15,2023-03-20 17:13:09,Debit,Colorado Springs,D000639,77.208.193.198,M100,Online,72,Retired,50,1,5878.14,Monday,Monday,March,17,65+,very little transaction,54.91000000000001
TX001287,AC00225,39.48,2023-05-26 16:47:51,Debit,Omaha,D000435,152.234.65.155,M017,ATM,56,Retired,38,1,5889.51,Monday,Friday,May,16,50-65,0 transaction,-146.51000000000002
TX001288,AC00261,451.68,2023-04-18 18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,Monday,Tuesday,April,18,18-35,medium transaction,329.86
TX001289,AC00468,19.11,2023-09-18 16:31:03,Credit,Colorado Springs,D000546,148.25.159.90,M007,Online,49,Engineer,160,1,8478.46,Monday,Monday,September,16,35-50,0 transaction,-234.44
TX001290,AC00138,355.0,2023-08-29 16:50:17,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47,Monday,Tuesday,August,16,18-35,small transaction,
TX001291,AC00013,427.69,2023-03-28 16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,Monday,Tuesday,March,16,35-50,medium transaction,352.65
TX001292,AC00275,254.86,2023-01-26 17:21:46,Debit,Boston,D000296,59.127.135.25,M013,Branch,23,Student,102,1,699.9,Monday,Thursday,January,17,18-35,small transaction,22.940000000000026
TX001293,AC00125,19.48,2023-07-10 16:01:03,Debit,Dallas,D000674,16.128.130.153,M002,ATM,27,Engineer,114,1,4739.59,Monday,Monday,July,16,18-35,0 transaction,-456.54999999999995
TX001294,AC00200,190.17,2023-06-09 17:41:13,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,49,Doctor,265,1,12893.85,Monday,Friday,June,17,35-50,very little transaction,54.119999999999976
TX001295,AC00213,91.38,2023-04-03 16:41:47,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,65,Retired,179,1,2402.58,Monday,Monday,April,16,65+,0 transaction,24.799999999999997
TX001296,AC00035,206.63,2023-12-07 16:11:01,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,59,Retired,128,1,7626.53,Monday,Thursday,December,16,50-65,small transaction,-265.25
TX001297,AC00070,93.22,2023-04-07 17:11:35,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,Monday,Friday,April,17,50-65,0 transaction,-48.97
TX001298,AC00275,547.98,2023-10-24 17:04:59,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,28,Student,171,1,1358.54,Monday,Tuesday,October,17,18-35,medium transaction,293.12
TX001299,AC00060,641.06,2023-12-11 16:09:08,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,Monday,Monday,December,16,18-35,medium transaction,566.79
TX001300,AC00304,314.55,2023-04-25 17:15:27,Credit,Dallas,D000513,40.192.99.27,M001,Branch,27,Student,19,2,1105.89,Monday,Tuesday,April,17,18-35,small transaction,276.85
TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61,Retired,63,1,1731.89,Monday,Monday,February,16,50-65,large transaction,-150.3599999999999
TX001302,AC00498,1095.09,2023-04-17 17:27:15,Debit,San Francisco,D000198,91.103.147.166,M076,ATM,29,Engineer,52,1,8692.47,Monday,Monday,April,17,18-35,large transaction,253.58999999999992
TX001303,AC00465,189.45,2023-03-21 17:12:03,Credit,Boston,D000083,64.57.44.102,M008,Branch,53,Doctor,62,1,12578.75,Monday,Tuesday,March,17,50-65,very little transaction,108.36999999999999
TX001304,AC00396,91.84,2023-07-05 17:21:56,Credit,Mesa,D000292,28.120.130.118,M023,Branch,67,Retired,80,1,1712.41,Monday,Wednesday,July,17,65+,0 transaction,-1330.71
TX001305,AC00083,609.52,2023-07-28 16:03:27,Debit,Washington,D000672,125.225.212.244,M076,ATM,78,Retired,169,1,3485.03,Monday,Friday,July,16,65+,medium transaction,232.44
TX001306,AC00479,859.3,2023-08-01 17:18:04,Credit,Colorado Springs,D000067,77.7.223.184,M066,Branch,78,Retired,68,1,1146.78,Monday,Tuesday,August,17,65+,large transaction,837.04
TX001307,AC00091,100.01,2023-06-29 16:06:51,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50,Doctor,63,1,6393.12,Monday,Thursday,June,16,50-65,very little transaction,
TX001308,AC00024,28.78,2023-08-07 16:08:04,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1,680.55,Monday,Monday,August,16,35-50,0 transaction,-56.11
TX001309,AC00366,111.08,2023-05-15 17:46:13,Debit,Chicago,D000493,175.230.206.232,M064,Online,70,Doctor,83,1,7037.34,Monday,Monday,May,17,65+,very little transaction,27.92
TX001310,AC00470,470.96,2023-03-10 16:22:05,Credit,Indianapolis,D000600,106.244.1.47,M036,Online,69,Doctor,124,2,12991.03,Monday,Friday,March,16,65+,medium transaction,197.88
TX001311,AC00032,52.23,2023-09-11 18:08:19,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1,105.01,Monday,Monday,September,18,18-35,0 transaction,-335.97999999999996
TX001312,AC00136,78.62,2023-07-31 16:46:29,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,Monday,Monday,July,16,18-35,0 transaction,-807.57
TX001313,AC00001,47.79,2023-09-15 17:00:20,Debit,Denver,D000649,59.12.96.11,M034,Branch,25,Student,37,1,1649.92,Monday,Friday,September,17,18-35,0 transaction,
TX001314,AC00187,333.97,2023-03-22 16:18:37,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52,Doctor,45,1,5237.36,Monday,Wednesday,March,16,50-65,small transaction,214.02000000000004
TX001315,AC00452,30.87,2023-07-12 16:50:42,Debit,Fresno,D000015,34.92.221.183,M025,ATM,33,Doctor,295,1,14348.65,Monday,Wednesday,July,16,18-35,0 transaction,-32.3
TX001316,AC00036,710.43,2023-03-08 17:07:21,Debit,San Diego,D000398,189.198.67.252,M007,Online,67,Retired,115,1,5625.55,Monday,Wednesday,March,17,65+,medium transaction,638.4799999999999
TX001317,AC00125,220.23,2023-09-18 18:35:23,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41,Engineer,48,1,3438.02,Monday,Monday,September,18,35-50,small transaction,200.75
TX001318,AC00403,27.28,2023-12-25 16:30:45,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29,Doctor,96,1,10668.24,Monday,Monday,December,16,18-35,0 transaction,-52.150000000000006
TX001319,AC00264,101.52,2023-08-09 16:22:25,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,Monday,Wednesday,August,16,35-50,very little transaction,-552.45
TX001320,AC00123,162.65,2023-05-11 17:15:10,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,9500.95,Monday,Thursday,May,17,50-65,very little transaction,-415.84000000000003
TX001321,AC00298,10.52,2023-07-19 17:38:50,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,55,Retired,30,1,2472.99,Monday,Wednesday,July,17,50-65,0 transaction,-102.42
TX001322,AC00235,270.72,2023-03-27 17:25:32,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,Monday,Monday,March,17,35-50,small transaction,214.83000000000004
TX001323,AC00259,202.34,2023-01-10 16:32:06,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,1223.45,Monday,Tuesday,January,16,18-35,small transaction,
TX001324,AC00329,247.58,2023-05-29 18:40:32,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1,778.74,Monday,Monday,May,18,35-50,small transaction,217.06
TX001325,AC00482,686.17,2023-10-03 17:27:25,Debit,Denver,D000103,199.199.60.222,M030,ATM,61,Retired,96,1,2246.15,Monday,Tuesday,October,17,50-65,medium transaction,531.8499999999999
TX001326,AC00020,359.65,2023-01-12 17:58:56,Credit,Jacksonville,D000133,45.64.74.86,M085,Online,25,Student,289,1,219.53,Monday,Thursday,January,17,18-35,small transaction,-243.58000000000004
TX001327,AC00453,109.91,2023-05-01 16:23:22,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1,12896.06,Monday,Monday,May,16,35-50,very little transaction,-362.57000000000005
TX001328,AC00367,215.72,2023-10-11 18:04:39,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,Monday,Wednesday,October,18,18-35,small transaction,-149.32000000000002
TX001329,AC00167,490.76,2023-01-19 16:28:08,Debit,Columbus,D000193,17.36.132.202,M048,Online,66,Retired,156,1,6414.11,Monday,Thursday,January,16,65+,medium transaction,42.43000000000001
TX001330,AC00110,224.28,2023-02-15 16:50:13,Debit,Chicago,D000316,189.20.224.220,M068,Online,64,Retired,68,1,5767.51,Monday,Wednesday,February,16,50-65,small transaction,150.32999999999998
TX001331,AC00078,614.03,2023-05-08 16:37:14,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1,2815.86,Monday,Monday,May,16,65+,medium transaction,-542.1500000000001
